iter	Logloss
168	0.305564719
169	0.3051462397
170	0.3044649708
171	0.3038752544
172	0.3033735458
173	0.302804166
174	0.3023210105
175	0.3017662206
176	0.3013620311
177	0.3007435424
178	0.2999895208
179	0.2993994451
180	0.2986187883
181	0.2980600188
182	0.2971569023
183	0.2965963879
184	0.2959700569
185	0.2953174218
186	0.294765438
187	0.2940465262
188	0.2933819223
189	0.2925532059
190	0.2918299883
191	0.2913091725
192	0.290491322
193	0.2901250356
194	0.2896835988
195	0.2893517175
196	0.2887916729
197	0.2878546966
198	0.2870215072
199	0.286468535
200	0.2860341486
201	0.2854500615
202	0.2850576513
203	0.2843022923
204	0.2835638385
205	0.28301872
206	0.2824028237
207	0.2816426471
208	0.281109304
209	0.2806062788
210	0.2800125294
211	0.2794798441
212	0.2790753085
213	0.2786277719
214	0.2779773142
215	0.2774745755
216	0.2769995154
217	0.2767773891
218	0.2760802395
219	0.27562051
220	0.2752287838
221	0.2745510928
222	0.2741336763
223	0.2736477994
224	0.2730795229
225	0.2726088379
226	0.2719747974
227	0.2716503551
228	0.271186149
229	0.2706371503
230	0.2703078531
231	0.2700284056
232	0.2696241931
233	0.2690813193
234	0.2688153837
235	0.2683774251
236	0.2679841822
237	0.2674963075
238	0.2671740839
239	0.2666507195
240	0.2663067087
241	0.2661234912
242	0.2657757405
243	0.2655110865
244	0.2650273112
245	0.2648075623
246	0.2644644852
247	0.2641233795
248	0.2636854696
249	0.2632884832
250	0.2629115261
251	0.2623771674
252	0.2619363558
253	0.2616994614
254	0.2614008007
255	0.2611519818
256	0.2607687205
257	0.2605487286
258	0.2600351528
259	0.2596471584
260	0.2592776566
261	0.2588390517
262	0.2583010549
263	0.2580442213
264	0.2578300917
265	0.2574100384
266	0.2571033084
267	0.2566159158
268	0.2561350891
269	0.2558556107
270	0.2554319085
271	0.2549111565
272	0.254590042
273	0.2542793931
274	0.2537115845
275	0.253264512
276	0.2527829191
277	0.2522939276
278	0.2518435342
279	0.2516773794
280	0.2512109871
281	0.2508808958
282	0.2503925964
283	0.2501436326
284	0.2498399729
285	0.2494304581
286	0.2491161592
287	0.2486924252
288	0.2483301108
289	0.2480954684
290	0.2477487751
291	0.2473856285
292	0.2472379564
293	0.2468662686
294	0.2465528883
295	0.2461758618
296	0.2458911077
297	0.2457449861
298	0.2454941347
299	0.2451784692
300	0.2449684325
301	0.2445698851
302	0.2442106202
303	0.2438116256
304	0.2433865308
305	0.2430587253
306	0.2426156583
307	0.2421673809
308	0.2418332679
309	0.2413735838
310	0.2410521558
311	0.2406412262
312	0.2403613362
313	0.2401176074
314	0.2398610217
315	0.2396225849
316	0.2392427597
317	0.2389617506
318	0.2385481594
319	0.2379898853
320	0.2374702403
321	0.2371751338
322	0.2368104228
323	0.2365247344
324	0.2362694774
325	0.2357629477
326	0.2353533453
327	0.2349694505
328	0.2346517167
329	0.2342462231
330	0.2338313499
331	0.2335592678
332	0.2331962687
333	0.2328615604
334	0.2325300874
335	0.2321821454
336	0.2318176002
337	0.2316049087
338	0.2312487882
339	0.2309963317
340	0.2305984953
341	0.2301310702
342	0.2296956155
343	0.2293331325
344	0.2290141536
345	0.2284928625
346	0.2281633878
347	0.2278453553
348	0.2275173789
349	0.2271353233
350	0.2267666869
351	0.2264465036
352	0.2260849224
353	0.2257364621
354	0.2253499142
355	0.2250730424
356	0.2247127303
357	0.2244532547
358	0.2241449448
359	0.2237542122
360	0.2233487164
361	0.2229389591
362	0.2224990191
363	0.222195901
364	0.222050221
365	0.2218452255
366	0.2216121865
367	0.221292814
368	0.220905499
369	0.2206616518
370	0.2204305812
371	0.2201892314
372	0.219906233
373	0.2195231163
374	0.2192743932
375	0.2190327638
376	0.2187054923
377	0.2182300517
378	0.2180118542
379	0.2177168813
380	0.2174589751
381	0.2171256374
382	0.216925049
383	0.2167624129
384	0.2164341146
385	0.2161290024
386	0.2158207742
387	0.2155765503
388	0.215285617
389	0.214907654
390	0.2145472435
391	0.2143616413
392	0.2139454519
393	0.2136315475
394	0.213392583
395	0.2131217614
396	0.2129399157
397	0.2125324053
398	0.2121604177
399	0.2118893895
400	0.2116530032
401	0.2113726207
402	0.2111077684
403	0.2109427501
404	0.2105386068
405	0.2103302302
406	0.210098111
407	0.209787896
408	0.2095474701
409	0.2092743874
410	0.2090823964
411	0.2088529214
412	0.2087168162
413	0.2084073007
414	0.2081200075
415	0.2079809522
416	0.2077475291
417	0.2074689508
418	0.2070175694
419	0.2068281373
420	0.206588549
421	0.2063460952
422	0.2060802975
423	0.2058027867
424	0.2055411652
425	0.205328119
426	0.2051259567
427	0.2047816453
428	0.2044659221
429	0.2040983764
430	0.2037890553
431	0.2035661118
432	0.203402797
433	0.2030649689
434	0.2028641616
435	0.2025144162
436	0.2020779198
437	0.2016846802
438	0.2015546362
439	0.2012816474
440	0.2010965822
441	0.2008666907
442	0.2006291512
443	0.2003711232
444	0.200186735
445	0.1999847684
446	0.1996863619
447	0.1994762461
448	0.1992359382
449	0.1989673605
450	0.1986483846
451	0.1983397316
452	0.1979665447
453	0.1978300584
454	0.1976961504
455	0.1975058818
456	0.1972367581
457	0.1969964975
458	0.1967860671
459	0.1966426804
460	0.1962322537
461	0.1960573497
462	0.1957667701
463	0.1955287229
464	0.1952693232
465	0.1949897972
466	0.194749425
467	0.194460714
468	0.1943088107
469	0.1939435371
470	0.1936340068
471	0.1933177187
472	0.1931780197
473	0.1929832697
474	0.1927073083
475	0.1924954303
476	0.1922667642
477	0.192094815
478	0.1918044201
479	0.191620269
480	0.1914578195
481	0.191230418
482	0.1909052791
483	0.1906378693
484	0.1904900937
485	0.19031115
486	0.1901251482
487	0.1898512355
488	0.1895913467
489	0.1894205169
490	0.1889000338
491	0.1887336483
492	0.1884353375
493	0.188242746
494	0.1880564862
495	0.1878291314
496	0.1875337742
497	0.1874433879
498	0.1872513079
499	0.1869993456
500	0.1868615714
501	0.1864951196
502	0.1864012337
503	0.1861028559
504	0.185935581
505	0.1857814485
506	0.1855135562
507	0.1853429057
508	0.1851332184
509	0.1849554669
510	0.1848172688
511	0.1845966925
512	0.1843318954
513	0.1839271574
514	0.1836487315
515	0.1834188807
516	0.1833152826
517	0.1829794367
518	0.1828223126
519	0.1826446956
520	0.1824141946
521	0.1822363887
522	0.1820120438
523	0.1817671827
524	0.1815675871
525	0.1813065133
526	0.1811701658
527	0.1808192695
528	0.1804117159
529	0.1802450706
530	0.1799924718
531	0.1798890795
532	0.1795396299
533	0.1793292588
534	0.1791059438
535	0.1789180996
536	0.1787467181
537	0.1785740329
538	0.1783278821
539	0.1781642218
540	0.1778418944
541	0.1776362751
542	0.177394165
543	0.1771635467
544	0.1768495812
545	0.1766222458
546	0.1765227601
547	0.1764578584
548	0.1762606263
549	0.1760602015
550	0.1759182854
551	0.1756900463
552	0.1753605759
553	0.1752390924
554	0.1751063646
555	0.1748489245
556	0.1746954359
557	0.1745247519
558	0.1742333468
559	0.174017585
560	0.1738378105
561	0.1736714658
562	0.1733992674
563	0.1732103015
564	0.1731466427
565	0.1729493744
566	0.1728077738
567	0.1725139561
568	0.1723193024
569	0.1720814422
570	0.1719268008
571	0.1717126739
572	0.1716035934
573	0.1713871828
574	0.171202839
575	0.1710185218
576	0.1708117881
577	0.1705557538
578	0.1704314236
579	0.1702510696
580	0.1700050633
581	0.1697547277
582	0.16962883
583	0.1695406062
584	0.1693844181
585	0.1692051396
586	0.169081908
587	0.1688666404
588	0.1687250047
589	0.1685376064
590	0.1684348653
591	0.1682391705
592	0.167936856
593	0.1677183852
594	0.1675286924
595	0.1673286477
596	0.1671419973
597	0.1670014727
598	0.1667008496
599	0.1664335693
600	0.16616866
601	0.1659854347
602	0.1656974717
603	0.1654913285
604	0.1653489411
605	0.1651242014
606	0.1649377582
607	0.1648177542
608	0.164779603
609	0.1645969782
610	0.1643696995
611	0.1641613997
612	0.1638796392
613	0.1635048854
614	0.1634454819
615	0.1632239922
616	0.1630503352
617	0.1630011699
618	0.1629018179
619	0.1626000271
620	0.1625067707
621	0.1621316986
622	0.1619419667
623	0.1616746911
624	0.1615199329
625	0.1613496459
626	0.161162435
627	0.1610157876
628	0.1608405217
629	0.1607105097
630	0.1603983283
631	0.1602435579
632	0.1599823957
633	0.1597976005
634	0.1596376253
635	0.1593467249
636	0.1591709172
637	0.1588248898
638	0.1587375199
639	0.1585334173
640	0.1583526151
641	0.1580954486
642	0.157891992
643	0.1576745553
644	0.1574177965
645	0.1571862373
646	0.1570595147
647	0.1568724668
648	0.1566698689
649	0.156464086
650	0.1563554581
651	0.1561391164
652	0.1559762556
653	0.1557793164
654	0.1556150219
655	0.155356441
656	0.1552414077
657	0.1550245998
658	0.1548300324
659	0.1546569883
660	0.1544493437
661	0.1541128195
662	0.1538142428
663	0.1537618504
664	0.1536198786
665	0.1535150119
666	0.1532161448
667	0.1530727784
668	0.1530075667
669	0.1527487304
670	0.1525496573
671	0.1522933838
672	0.1522281814
673	0.1519632205
674	0.1517956018
675	0.1516669065
676	0.151499034
677	0.1513408641
678	0.1511725883
679	0.1511004085
680	0.1510050015
681	0.1508451068
682	0.1506526063
683	0.1505998234
684	0.1504397985
685	0.1502961873
686	0.150183532
687	0.1499302091
688	0.1498980074
689	0.1497597934
690	0.1496211605
691	0.1494464822
692	0.1492225208
693	0.1491622648
694	0.1490042731
695	0.1488243741
696	0.1486436065
697	0.1485045931
698	0.1482822224
699	0.1481748745
700	0.1479851473
701	0.1476818333
702	0.1475521458
703	0.1473426122
704	0.1471280741
705	0.1469387339
706	0.1468287589
707	0.1465748232
708	0.1464332006
709	0.146305798
710	0.1460687359
711	0.1457903969
712	0.1456241566
713	0.145458546
714	0.1452192338
715	0.145111858
716	0.1449036813
717	0.1448326033
718	0.1445382346
719	0.144143244
720	0.1440121133
721	0.1437640668
722	0.1436256128
723	0.1434488143
724	0.1433158738
725	0.1429912338
726	0.1427289849
727	0.1426272541
728	0.1424554782
729	0.1422819031
730	0.1421919494
731	0.1419883464
732	0.1416907441
733	0.14150428
734	0.1413575764
735	0.1410599505
736	0.14081945
737	0.1407002732
738	0.1404334563
739	0.1403027026
740	0.1401704229
741	0.1400030982
742	0.1399456211
743	0.1397908273
744	0.1396635793
745	0.1395315417
746	0.1394061729
747	0.1392129357
748	0.1389381469
749	0.1388540755
750	0.1388031617
751	0.1386787701
752	0.138490674
753	0.1384542629
754	0.1382662618
755	0.1380683204
756	0.1379094772
757	0.1377154055
758	0.1375404331
759	0.1374146837
760	0.1372932886
761	0.1371613975
762	0.1370212326
763	0.1368248342
764	0.1367687649
765	0.1366633483
766	0.1365748432
767	0.1365236532
768	0.1362690596
769	0.1360866623
770	0.135999384
771	0.1359664853
772	0.1358196593
773	0.1356232615
774	0.1354944717
775	0.1354665856
776	0.1352919712
777	0.1351447974
778	0.134965734
779	0.1348269394
780	0.1346797156
781	0.1344872107
782	0.1342294095
783	0.1340747022
784	0.1338839247
785	0.133764821
786	0.1337206235
787	0.133484793
788	0.1333609673
789	0.1332378749
790	0.1331484719
791	0.1329236177
792	0.1328363045
793	0.1327172697
794	0.1325487326
795	0.1324191693
796	0.1322774071
797	0.1321230434
798	0.1319013264
799	0.1317022535
800	0.1316556023
801	0.1315892953
802	0.1314541908
803	0.1312735675
804	0.1311847874
805	0.1309962311
806	0.1307991071
807	0.1305680726
808	0.1303765973
809	0.1302457407
810	0.1301794413
811	0.1300113538
812	0.1299520552
813	0.1299165996
814	0.1296294886
815	0.1295503644
816	0.1294716902
817	0.1292596083
818	0.1291077972
819	0.1289056218
820	0.1286602764
821	0.1285529171
822	0.1282515426
823	0.1282054328
824	0.128069631
825	0.1278568162
826	0.1276086291
827	0.1275489349
828	0.1274692237
829	0.1273279955
830	0.1270702118
831	0.1269207653
832	0.1268704778
833	0.1267918929
834	0.1265971759
835	0.1264031367
836	0.126267372
837	0.126138356
838	0.1258876215
839	0.1257506378
840	0.1255917797
841	0.125422748
842	0.1251935982
843	0.125156354
844	0.1249837042
845	0.1247229854
846	0.1244894233
847	0.1242972703
848	0.1240644594
849	0.1240143588
850	0.123891229
851	0.1237898696
852	0.1235859164
853	0.123549682
854	0.1234084199
855	0.1232250372
856	0.1230529833
857	0.1228544989
858	0.122722634
859	0.1225459813
860	0.1223704087
861	0.1221132547
862	0.1218867355
863	0.1217881883
864	0.1217501003
865	0.1217196051
866	0.1215586226
867	0.1214032179
868	0.1212329751
869	0.1211042321
870	0.1209451845
871	0.1207885261
872	0.1206178437
873	0.1204389604
874	0.1202864728
875	0.1202565258
876	0.1199650095
877	0.119826139
878	0.1196885933
879	0.1196446268
880	0.1196124714
881	0.1194857725
882	0.1194530223
883	0.1192393158
884	0.1192061151
885	0.1189858204
886	0.1189285665
887	0.1187359559
888	0.1185906339
889	0.1184684899
890	0.1182108075
891	0.118168984
892	0.1180299111
893	0.1178628948
894	0.1177124279
895	0.1175791054
896	0.1173796052
897	0.1172249537
898	0.1169677613
899	0.1167922556
900	0.116592538
901	0.1164769599
902	0.1162078835
903	0.1161087693
904	0.1159462375
905	0.1157533448
906	0.1155504511
907	0.1153784657
908	0.1152845406
909	0.1150801338
910	0.1149990362
911	0.1148159767
912	0.1146374328
913	0.1145444186
914	0.1143844506
915	0.1142671752
916	0.1141043708
917	0.1140189941
918	0.1137722189
919	0.1135627949
920	0.1134784129
921	0.1133383936
922	0.1132987702
923	0.1132525116
924	0.1131263579
925	0.1130852601
926	0.1129408569
927	0.1129030517
928	0.1128139472
929	0.1127321432
930	0.1125877262
931	0.112443261
932	0.1123183497
933	0.1122866688
934	0.1121081897
935	0.1120652011
936	0.1117974361
937	0.1116442768
938	0.1115970029
939	0.1113373092
940	0.1112057132
941	0.1109744131
942	0.1108149727
943	0.1106941211
944	0.1104914528
945	0.1103066477
946	0.1101726074
947	0.1100002906
948	0.1099137106
949	0.1098074362
950	0.1096831091
951	0.1095870346
952	0.1094765177
953	0.1094245579
954	0.1093118532
955	0.1091717511
956	0.1089668856
957	0.108795672
958	0.1085825951
959	0.1084589073
960	0.1083053642
961	0.1081269202
962	0.1079685375
963	0.1078442447
964	0.1077125569
965	0.1075918746
966	0.1074426111
967	0.1073601178
968	0.1072239328
969	0.1071216911
970	0.1069875491
971	0.1069058211
972	0.1067716021
973	0.1066139995
974	0.1064931886
975	0.1063643873
976	0.1061460193
977	0.1059986646
978	0.1058704428
979	0.1058490002
980	0.1057779106
981	0.1057494403
982	0.1055329248
983	0.1054676417
984	0.105376592
985	0.10526201
986	0.105190581
987	0.1051030902
988	0.1049434351
989	0.1047102943
990	0.1045143539
991	0.1044371474
992	0.1042732175
993	0.1041804949
994	0.1039930083
995	0.1038354227
996	0.1037570972
997	0.1037294427
998	0.1035201643
999	0.1033297771
